payment_id,PaymentID,order_id,OrderID,customer_id,CustomerID,payment_date,PaymentDate,amount,Amount_USD,currency,Currency,payment_method,PaymentMethod,transaction_id,TransactionID,status,PaymentStatus,gateway,Gateway,card_last4,CardLast4,bank_name,BankName,refund_amount,RefundAmount,refund_date,RefundDate,is_fraud,IsFraud,fraud_score,FraudScore,processing_fee,ProcessingFee,net_amount,NetAmount,billing_country,BillingCountry,notes,tmp_pay
PAY00005221,PAY00005221,ORD0003309,ORD0003309,CUST001192,CUST001192,"September 11, 2022",,"$47,676.41",1339.54,INR,USD,PayPal,ACH,TXNI97D5ZAKH5MV,TXN0527750981,Completed,Refunded,STRIPE,Square,8022,null,Wells Fargo,BofA,0,0,,,False,False,0.5577,0.5577,$26.89,$81.75,41499.44,USD 29046.83,USA,NULL,<b>note</b>,
PAY00005222,PAY00005222,ORD0000606,ORD0000606,CUST001493,CUST001493,2023-08-28,15-11-2022,"$42,781.53",N/A,$,NULL,debit,ACH,TXN96MHWJI6K4UB,TXN1186045643,NaN,Pending,Manual,Stripe,null,8214,Citi,Wells Fargo,0,0,,,No,No,0.8088,0.8088,76.04,USD 15.77,25703.35,USD 46631.29,usa,DE,Auto-processed,
PAY00005223,PAY00005223,ORD0004448,,CUST001393,CUST001393,11-08-2022,251122,20410.57,null,JPY,GBP,debit,Credit Card,NaN,TXN7819478800,pending,Refunded,Authorize.net,Square,1303,4081,N/A,Wells Fargo,0,0,,,NULL,0,high,high,39.4,4.15,USD 10018.87,45524.47,United States,GB,<b>note</b>,
PAY00005224,PAY00005224,null,null,CUST001770,CUST001770,"September 10, 2023",2021/03/01,USD 8001.61,44762.82,usd,GBP,ACH,Credit Card,TXNLXBNOS7U1FVK,TXN1863500312,,Pending,Authorize.net,PayPal,9920,5843,,BofA,0,0,,,No,No,0.085,0.085,-3705,USD 75.48,33907.18 USD,€42056.0,USA,US,<b>note</b>,
PAY00005225,PAY00005225,,ORD0004007,CUST001696,CUST001696,2022-12-25,15-04-2020,€28969.0,3786.08 USD,INR,USD,ACH,ACH,TXN2YC2FV3KERXV,TXN3985845356,FAILED,Refunded,Manual,Square,6878,6331,Citi,,0,0,,,false,false,0.9623,0.9623,39.29 USD,£3.99,USD 42368.39,USD 33470.58,U.S.A,GB,∑ special,
PAY00005226,PAY00005226,ORD0002057,ORD0002057,CUST000023,CUST000023,2021-04-27,010823,1821.65,$2163.84,,USD,NaN,ACH,N/A,TXN0853321109,COMPLETED,Completed,STRIPE,Stripe,1621,8297,Barclays,BofA,0,0,,,0,0,0.5258,0.5258,51.33,67.75,24415.44,$42287.47,United States of America,GB,<b>note</b>,
PAY00005227,PAY00005227,ORD0002582,NaN,CUST001787,CUST001787,2020/06/28,23-08-2020,$38524.7,24403.24 USD,INR,USD,BTC,Credit Card,TXN1RHQN39XJ2EK,TXN6449986388,failed,Pending,Braintree,Square,2895,1619,HSBC,Wells Fargo,0,0,,,No,No,0.7394,0.7394,$89.72,€72.21,6079.62,$3338.14,United States of America,US,Manual review,
PAY00005228,PAY00005228,ORD0003693,ORD0003693,CUST001578,CUST001578,"June 15, 2020",2020/12/12,TBD,USD 35820.31,NaN,EUR,null,Credit Card,TXN6VUA7ENLIYQ2,TXN2320567234,FAILED,Pending,PayPal,PayPal,7963,7030,BofA,Wells Fargo,0,0,,,0,0,0.0564,0.0564,56.13,£17.02,5830.33,€45549.07,USA,IN,,
PAY00005229,PAY00005229,ORD0003449,ORD0003449,CUST001607,CUST001607,2021/07/27,,USD 8074.51,28871.24,INR,EUR,debit,Wire,TXNROW335WFOP6Q,TXN7181609597,failed,Pending,STRIPE,Square,1517,3273,Wells Fargo,BofA,0,0,,,No,No,0.3161,0.3161,13.78,17.85,USD 25475.2,38572.28,United States,GB,,
PAY00005230,PAY00005230,ORD0004588,ORD0004588,CUST000788,CUST000788,2023/05/23,2022-04-20,3111.48 USD,20298.18 USD,GBP,EUR,debit,Credit Card,TXNFUG5L0JIOZYR,TXN1283496192,pending,Pending,Manual,PayPal,8133,3843,Barclays,Chase,0,0,,,False,False,0.5945,,49.09 USD,£80.32,£22771.15,29029.64,United States,JP,∑ special,
PAY00005231,PAY00005231,ORD0001413,ORD0001413,CUST001442,CUST001442,NaN,2020/05/30,5710.76,49725.28 USD,JPY,USD,BTC,Wire,NaN,TXN8850125780,failed,Failed,Square,Stripe,4904,,N/A,Chase,0,0,,,Y,Y,,N/A,£73.2,29.76,USD 49622.84,22786.63,null,GB,Flagged,
PAY00005232,PAY00005232,ORD0004938,ORD0004938,NULL,CUST000130,04/22/2023,2020/07/17,€1942.13,40047.02,EUR,GBP,debit,N/A,TXN4NAMG4XABCZH,TXN5194316192,completed,Completed,Braintree,Stripe,1165,6576,Citi,Wells Fargo,0,0,,,0,0,0.0662,0.0662,21.84 USD,94.21 USD,€5840.29,15255.19,US,FR,,
PAY00005233,PAY00005233,ORD0000849,ORD0000849,CUST001894,CUST001894,21-05-2023,2022/03/13,£18292.99,20195.37 USD,€,GBP,debit,PayPal,TXNMNSH0THY7DFB,TXN1414293726,chargeback,Refunded,Square,Square,1355,7831,Chase,Wells Fargo,0,0,,,False,False,0.0172,0.0172,N/A,40.65,€46776.87,"$34,278.26",U.S.A,JP,null,
PAY00005234,PAY00005234,ORD0000130,ORD0000130,CUST000527,CUST000527,"August 31, 2021",2020-03-03,"$34,028.34",6283.11,NULL,EUR,wire,,TXNPN5455ZJ67N6,TXN9861243360,FAILED,Completed,Authorize.net,Square,hidden,8955,,BofA,0,0,,,false,false,0.3317,0.3317,-5009,54.65,£48375.78,33336.69,U.S.A,GB,,
PAY00005235,PAY00005235,ORD0002233,ORD0002233,CUST000250,CUST000250,24-08-2021,2020/04/04,17839.44,£12846.79,€,GBP,BTC,PayPal,TXNEC1HSMTVXDAD,TXN3994399090,failed,Refunded,Stripe,PayPal,9173,7300,Barclays,Wells Fargo,0,0,,,0,0,0.2944,0.2944,N/A,96.77,USD 5969.03,10889.0,usa,DE,Flagged,
PAY00005236,PAY00005236,ORD0000829,ORD0000829,CUST000899,CUST000899,12/05/2020,2022/08/10,"$19,829.10",,€,NULL,crypto,ACH,TXN3V43FJ76M31K,TXN9605901142,Completed,Completed,Braintree,PayPal,5590,1232,Barclays,BofA,0,0,,,N,N,NULL,0.6023,$18.19,€63.31,N/A,€525.07,USA,JP,,null
PAY00005237,PAY00005237,,ORD0003888,CUST000759,CUST000759,050722,060422,47239.83 USD,28076.03 USD,GBP,EUR,Credit Card,Credit Card,TXN5H9LSQS9HTQX,TXN4688641664,completed,Failed,Authorize.net,null,8691,6983,BofA,Chase,"$31,427.89",£34288.02,2020-11-20,2020-11-20,0,0,0.4025,0.4025,38.51,€62.34,€14209.7,16384.24,US,JP,<b>note</b>,
PAY00005238,PAY00005238,NaN,ORD0004430,CUST000077,CUST000077,2022-05-19,01-03-2023,"$9,940.79","$36,763.66",JPY,EUR,ACH,Credit Card,TXN7TFW99ZO5Y48,TXN5517292761,completed,NaN,PayPal,Square,****,1071,null,BofA,0,0,,,False,False,0.8235,0.8235,96.17,8.01 USD,15558.41,39498.41,US,DE,Manual review,
PAY00005239,PAY00005239,ORD0000994,ORD0000994,CUST001970,CUST001970,"August 11, 2023",09/21/2020,2790.26,£42647.21,usd,USD,PayPal,PayPal,TXNNCAHPKNYUGT6,TXN8502029234,chargeback,Pending,Braintree,Square,5360,1702,Chase,Chase,0,0,,,0,0,0.3657,0.3657,N/A,$85.74,£26414.39,4405.21,US,IN,<b>note</b>,
PAY00005240,PAY00005240,,ORD0003593,CUST001995,CUST001995,30-03-2020,"November 04, 2022",32711.69,48175.08,USD,EUR,BTC,Credit Card,TXNSTY9O3XMULWO,TXN7632878671,pending,Pending,Manual,Stripe,NaN,5600,Wells Fargo,BofA,0,0,,,NULL,0,0.4875,0.4875,$33.54,USD 50.18,17900.7,$13783.33,U.S.A,US,Auto-processed,
PAY00005241,PAY00005241,ORD0000017,ORD0000017,CUST000543,CUST000543,14-12-2022,11/05/2022,,£23826.32,$,USD,PayPal,Credit Card,TXN0F1TLB016PZ0,TXN8613011492,pending,Pending,Adyen,Stripe,9479,null,N/A,BofA,0,0,,,false,false,0.2998,0.2998,$56.85,£23.21,43865.83,43553.81,usa,GB,,
PAY00005242,PAY00005242,ORD0003048,ORD0003048,CUST000377,,"September 16, 2020",2023-07-24,41270.24,$46085.13,N/A,EUR,debit,NULL,TXN8MTO98H51VNQ,TXN9889801871,pending,Refunded,Stripe,PayPal,5981,3065,,Wells Fargo,0,0,,,false,false,N/A,0.4346,£10.34,USD 62.08,15560.36,12106.5,,IN,∑ special,
PAY00005243,PAY00005243,ORD0000991,ORD0000991,CUST000554,CUST000554,2021/10/31,2020-05-17,€17621.42,€22218.22,$,GBP,Credit Card,Wire,TXNMD1799ARL136,TXN1184256390,failed,Failed,Manual,Stripe,5252,9868,Chase,Wells Fargo,0,0,,,No,No,0.9365,0.9365,€4.94,$40.22,,N/A,U.S.A,US,Manual review,
PAY00005244,PAY00005244,ORD9902002,,CUST000959,CUST000959,14-06-2021,16-11-2020,USD 32605.88,USD 8061.79,JPY,USD,NULL,Credit Card,TXNYZLGJTX57BY8,TXN0877718989,FAILED,Failed,PayPal,NULL,3529,3576,Chase,BofA,N/A,0,,,No,No,0.0097,0.0097,$13.43,14.64,$36192.88,2779.83,USA,IN,∑ special,
PAY00005245,PAY00005245,ORD0002719,ORD0002719,CUST000661,CUST000661,10/28/2022,2022-05-10,€13973.92,$25788.83,EUR,EUR,cash,,TXNY814C84MGRIW,TXN3800012358,COMPLETED,Completed,Square,Square,,8092,BofA,BofA,0,0,,,0,0,0.0392,0.0392,71.75 USD,€91.41,€28348.27,N/A,U.S.A,DE,Manual review,
PAY00005246,PAY00005246,ORD0002498,ORD0002498,CUST001355,CUST001355,070520,02/02/2023,26877.22 USD,N/A,,EUR,paypal,Credit Card,TXNTPSRGNMHT3W6,TXN0935296135,FAILED,,Braintree,PayPal,1047,9815,Citi,Chase,0,0,,,0,0,0.4646,0.4646,TBD,USD 73.77,41472.32,43372.06 USD,usa,DE,Auto-processed,NaN
PAY00005247,PAY00005247,ORD0004900,ORD0004900,CUST001501,CUST001501,2020/07/15,2020-07-10,42923.95,43496.31,EUR,USD,paypal,Credit Card,TXNWHAI5NA4H8KX,TXN0772711738,Completed,Refunded,Braintree,PayPal,3661,6187,BofA,Wells Fargo,NaN,0,,,0,0,N/A,N/A,€45.53,USD 27.52,36470.48 USD,USD 760.67,US,JP,Flagged,
PAY00005248,PAY00005248,ORD0002452,ORD0002452,CUST000826,CUST000826,"February 16, 2022","July 25, 2021",£42474.76,$7223.76,JPY,USD,wire,Wire,TXNFY4FFAC9GDWF,TXN3871955485,chargeback,Failed,Adyen,Square,5152,8087,Wells Fargo,Wells Fargo,,0,,,0,0,0.4342,0.4342,£54.56,€56.59,39067.66,TBD,U.S.A,DE,Auto-processed,
PAY00005249,PAY00005249,ORD0001446,ORD0001446,CUST000966,CUST000966,01-02-2023,"January 26, 2022","$11,368.41",£45024.39,EUR,GBP,paypal,ACH,NULL,TXN8240786070,refunded,Refunded,STRIPE,PayPal,NULL,9562,Citi,BofA,0,0,,,false,false,0.9584,0.9584,£61.98,73.08,€26576.05,$45898.51,United States,,,
PAY00005250,PAY00005250,,ORD0004384,CUST000661,CUST000661,01-06-2022,NaN,null,$11385.77,NaN,GBP,Credit Card,PayPal,TXNHPOBV7I6F9SR,TXN8204987673,FAILED,Pending,Adyen,Stripe,1295,4513,Citi,BofA,0,0,,,False,False,null,0.7979,77.7,TBD,15215.41,USD 34693.33,USA,,Flagged,
PAY00005251,PAY00005251,ORD0003404,ORD0003404,CUST000988,CUST000988,"April 27, 2022",11/05/2022,11450.48,1625.03,usd,USD,wire,PayPal,TXNXMD5TAIV2X92,TXN1672653685,Refunded,,,Square,9266,2687,Citi,Chase,0,0,,,False,False,0.8353,0.8353,77.65,83.36 USD,USD 13517.74,26419.42,U.S.A,FR,Auto-processed,
PAY00005252,PAY00005252,ORD0004310,ORD0004310,CUST001798,CUST001798,2020-12-04,10/10/2022,13450.27,48687.76,USD,USD,debit,PayPal,TXN3ADKO97D7R1F,TXN3763786809,FAILED,Pending,STRIPE,Square,9369,2860,NaN,null,0,0,,,false,false,0.872,0.872,40.73,€48.66,$23871.57,23951.16,US,IN,Manual review,
PAY00005253,PAY00005253,ORD0003062,ORD0003062,CUST001684,CUST001684,N/A,"February 20, 2021","$33,863.20",29243.03 USD,EUR,USD,BTC,PayPal,TXN7KYPKRSGHGMG,TXN4783078052,Completed,Refunded,Stripe,Square,NULL,8593,N/A,Wells Fargo,0,0,,,false,false,,N/A,€43.25,N/A,€2591.35,£18418.37,usa,DE,∑ special,
PAY00003883,PAY00005254,ORD0003635,ORD0003635,null,CUST000670,2021/02/13,08-10-2023,4326.97,USD 28487.22,JPY,GBP,cash,ACH,TXN7E8B7NSK3HI4,TXN4689577598,failed,,STRIPE,PayPal,4289,7368,Chase,BofA,USD 10718.16,1.5,NULL,2022-10-08,False,False,0.7085,0.7085,45.44,€33.31,44761.61 USD,USD 5740.79,USA,JP,,
PAY00005255,PAY00005255,ORD0000733,null,CUST001899,CUST001899,2023-12-01,09/30/2020,12139.77,£38876.68,GBP,GBP,Credit Card,PayPal,TXNBJ2U8FSMMF92,TXN1076271951,pending,null,Braintree,PayPal,1632,8640,,Wells Fargo,0,0,,,False,False,0.705,0.705,65.86 USD,91.52,"$26,829.13",36925.14,USA,DE,,
PAY00005256,PAY00005256,ORD0003356,ORD0003356,CUST000962,CUST000962,160523,2021-09-30,€30906.13,49060.92,$,USD,crypto,,TXNGGK9TXSJD7QI,TXN7945337259,Completed,Pending,Manual,Square,6584,9367,HSBC,BofA,0,0,,,false,false,0.7407,,USD 36.48,£19.78,??,USD 15242.38,US,FR,Flagged,
PAY00005257,PAY00005257,ORD0000512,ORD0000512,CUST001352,CUST001352,"December 05, 2023",11-11-2022,"$26,318.32",$13785.17,€,,N/A,Credit Card,TXNVHIL2AP24ZND,TXN9582856552,Failed,Pending,stripe,Stripe,8386,2733,N/A,Wells Fargo,0,0,,,False,False,0.1009,0.1009,63.46,€70.08,43092.0 USD,19706.13,usa,DE,Manual review,
PAY00005258,PAY00005258,ORD0002699,ORD0002699,CUST000947,CUST000947,261021,06/26/2023,552.95 USD,22786.59,,USD,credit_card,Credit Card,TXN0CFNKNZ8K2A8,TXN6537261349,pending,Completed,Square,Stripe,2394,9505,Citi,Chase,0,0,,,false,false,0.6485,0.6485,$27.24,46.35,"$37,984.25",11192.93 USD,U.S.A,FR,<b>note</b>,
PAY00005259,PAY00005259,ORD0000693,NULL,CUST000014,CUST000014,050422,03-07-2022,£14507.34,116.25 USD,NaN,GBP,crypto,Wire,TXNKIMEP23K911Z,TXN6218705132,COMPLETED,Refunded,Stripe,NaN,7165,6752,,Chase,0,0,,,False,False,0.3267,0.3267,59.94,45.11,€10710.95,33770.57,United States,IN,Auto-processed,
PAY00005260,N/A,ORD0000097,ORD0000097,CUST001884,NaN,2020-11-13,2022-05-11,€34889.22,€20527.65,usd,GBP,crypto,ACH,TXNAFDX77S69YYK,TXN3597146769,FAILED,,stripe,Stripe,4429,9223,Citi,Wells Fargo,0,0,,,Yes,Yes,0.0951,0.0951,??,94.58,USD 48435.98,£39345.96,US,FR,,
PAY00005261,PAY00005261,ORD0003306,ORD0003306,CUST000265,CUST000265,2021/08/21,2023-11-30,£23394.34,37951.5,€,GBP,ACH,ACH,TXNK05G7LTKU1X2,TXN5187224955,refunded,Pending,Stripe,PayPal,3500,4997,N/A,BofA,0,0,,,False,False,0.0155,NULL,8.45 USD,£51.78,43242.13,$35400.1,USA,FR,Flagged,
PAY00005262,PAY00005262,N/A,ORD0002260,CUST000005,CUST000005,2020/02/09,NaN,43864.38,£7832.22,usd,USD,credit_card,PayPal,TXNA20ELQA2D5B8,TXN7559130892,Refunded,Pending,Manual,PayPal,3453,,null,Chase,0,0,,,No,null,0.1752,0.1752,USD 28.28,65.83,£10830.94,10224.06 USD,United States of America,IN,∑ special,
PAY00005263,PAY00005263,ORD0003285,ORD0003285,CUST001808,CUST001808,"December 15, 2023","August 19, 2022",€3992.99,-2482,EUR,USD,,PayPal,TXN5IBWLZFE4J7U,TXN9269939950,FAILED,Completed,Braintree,Stripe,6940,null,Citi,Wells Fargo,0,0,,,No,No,0.9647,0.9647,64.75 USD,28.49 USD,€22155.04,"$16,308.72",US,IN,<b>note</b>,
PAY00005264,PAY00005264,ORD0004424,ORD0004424,CUST001714,CUST001714,02/14/2021,07/30/2022,£42336.34,,usd,USD,wire,PayPal,TXNTSE2WGJG3S1I,TXN7068071630,pending,Completed,null,Stripe,hidden,3608,Barclays,BofA,0,0,,,false,false,0.8486,0.8486,$98.98,USD 86.36,$8789.07,$9202.33,US,GB,<b>note</b>,
PAY00005265,PAY00005265,ORD0000850,ORD0000850,CUST000257,CUST000257,"January 28, 2020",071021,USD 38522.32,USD 41690.54,EUR,EUR,PayPal,Credit Card,TXNZXDTSU3BH1TI,TXN6400065653,Pending,Pending,Square,Stripe,4766,9655,Citi,Chase,0,0,,,False,False,0.747,0.747,73.36 USD,78.85,£15190.71,21809.34,US,US,,
PAY00005266,PAY00005266,ORD0003499,ORD0003499,CUST000317,CUST000317,2023-07-14,04/11/2021,41400.71,25927.44,INR,EUR,BTC,N/A,TXN9SGR9AS3V4Q0,,COMPLETED,Completed,Adyen,Square,NaN,1492,Barclays,NULL,0,0,,,False,False,0.7021,0.7021,$9.28,£64.87,USD 2788.37,€43145.44,USA,FR,Manual review,
PAY00005267,PAY00005267,ORD0000553,ORD0000553,CUST000195,CUST000195,2022/08/05,131021,"$39,534.42",USD 49593.54,EUR,GBP,paypal,Wire,TXN9ZHZR1WGSNEH,TXN2215525748,Refunded,Failed,NaN,Stripe,5974,6516,HSBC,Chase,0,0,,,No,No,0.7435,0.7435,N/A,28.02,7689.78,7274.81,United States of America,DE,Auto-processed,
PAY00005268,PAY00005268,ORD9545494,ORD9545494,CUST000314,CUST000314,14-11-2020,2023/03/06,N/A,23751.56,USD,EUR,ACH,Credit Card,TXN3OBQ4I81J2KN,TXN6692726531,Pending,Pending,Authorize.net,Square,9518,5454,Wells Fargo,Wells Fargo,0,0,,,No,No,0.6659,0.6659,$51.75,33.77,24107.28,$45543.82,United States,FR,NaN,
PAY00005269,PAY00005269,ORD0002140,ORD0002140,CUST000937,CUST000937,,11/11/2022,44563.59,36592.73,$,GBP,ACH,ACH,TXNJ2OKE3W4022G,TXN3349912991,Completed,Failed,N/A,Square,9700,3321,N/A,Chase,0,0,NaN,,False,False,0.6188,,USD 55.61,$87.71,17566.76,£18199.56,usa,GB,,
PAY00005270,PAY00005270,ORD0003569,ORD0003569,NaN,CUST000414,21-07-2021,08/30/2022,"$37,595.73",7469.81,€,EUR,wire,PayPal,TXNMSRKV6XD6P2L,TXN7662985675,Completed,Refunded,Manual,N/A,9620,1276,,Wells Fargo,0,0,,,No,No,0.4133,0.4133,54.96,£81.16,USD 16331.13,USD 36851.66,USA,FR,Manual review,
PAY00005271,PAY00005271,ORD9305895,null,CUST001946,CUST001946,210223,"July 29, 2020","$5,640.68",$31063.8,INR,EUR,cash,Wire,TXNF75FMCDFQLPP,TXN6220763086,Refunded,Refunded,Square,Square,8684,1177,Wells Fargo,Wells Fargo,0,0,,,false,false,0.6846,NaN,26.38,USD 39.59,16230.4,€12705.97,USA,IN,Flagged,
PAY00005272,PAY00005272,ORD0000409,ORD0000409,CUST000619,CUST000619,2022-12-19,09/07/2020,£6107.3,,GBP,EUR,paypal,PayPal,TXNRF3GHPY1R1VF,TXN3269335759,null,Failed,Square,Square,3624,8133,Citi,Wells Fargo,0,NULL,,,0,0,,0.6404,17.33,67.08,USD 45164.39,49151.43,U.S.A,GB,,null
PAY00005273,PAY00005273,ORD0003450,ORD0003450,CUST000213,CUST000213,2021/01/24,2023/06/16,"$30,856.44",42174.62 USD,EUR,GBP,PayPal,Wire,,TXN4534791718,pending,Failed,STRIPE,Stripe,5572,null,Wells Fargo,NaN,0,0,null,,0,0,0.1816,0.1816,55.19,13.41 USD,"$28,587.84",$30492.79,USA,DE,∑ special,
PAY00005274,PAY00005274,ORD0001160,ORD0001160,CUST000322,CUST000322,2022/01/08,05-07-2020,22160.94,€23844.57,GBP,GBP,N/A,ACH,TXNGJIV6RMW7SWI,TXN2039604347,FAILED,Refunded,Authorize.net,Square,5705,2366,Wells Fargo,Wells Fargo,0,0,,,false,false,0.2113,0.2113,19.28,56.61 USD,"$12,917.35",£18276.31,United States,DE,,
PAY00005275,PAY00005275,ORD0001225,ORD0001225,CUST001315,CUST001315,310723,130521,USD 14653.87,£9547.83,JPY,GBP,cash,PayPal,TXN5WXAWU3KZPQ8,TXN9563932199,Completed,Pending,Stripe,Stripe,6512,3277,Chase,BofA,0,0,,,False,False,null,0.9667,£57.97,€57.24,22348.85 USD,USD 20339.42,US,IN,∑ special,
PAY00005276,PAY00005276,ORD9758532,ORD9758532,CUST000463,CUST000463,2022-09-28,040322,€40526.49,23764.55,JPY,GBP,debit,Wire,TXNPT2EIRIQEO6V,TXN7172999538,null,Refunded,stripe,PayPal,9909,2340,Chase,Chase,0,0,,,false,false,low,low,USD 12.89,49.54 USD,,"$19,027.90",usa,JP,<b>note</b>,
PAY00005277,PAY00005277,ORD0002100,ORD0002100,CUST001024,CUST001024,2020/02/28,210723,€7652.38,$15254.96,$,EUR,ACH,PayPal,TXNWL4UYJCZWJGS,N/A,completed,Completed,Authorize.net,Stripe,6151,NULL,N/A,Chase,0,0,,null,No,No,0.8584,0.8584,USD 95.02,83.55,€7313.63,40660.8,US,FR,<b>note</b>,
PAY00005278,PAY00005278,ORD0000850,ORD0000850,CUST001911,CUST001911,30-08-2022,,16225.55,-1149,JPY,GBP,PayPal,ACH,TXNQV5DDQ1SGC9V,TXN4502483668,Pending,Completed,Manual,Square,2138,7305,Chase,BofA,0,0,,null,No,No,0.7277,0.7277,€32.61,$7.12,"$40,766.05",34901.85,United States,FR,,
PAY00005279,PAY00005279,NULL,ORD0001739,CUST001757,CUST001757,31-03-2021,"July 30, 2023","$1,544.15",NaN,$,EUR,BTC,Wire,TXN6M6SVRF0ING7,TXN5837735613,Completed,Completed,Square,PayPal,8354,7958,Wells Fargo,Wells Fargo,0,0,,,NULL,False,0.9938,0.9938,NULL,$37.07,20683.12,3712.25 USD,usa,GB,N/A,
PAY00005280,PAY00005280,ORD0003908,ORD0003908,CUST000331,CUST000331,110220,2023-10-27,38506.63,"$40,337.56",NULL,USD,Credit Card,PayPal,TXN6MI5UZ5VKVIK,TXN8995653681,pending,Refunded,STRIPE,Square,9490,6195,Barclays,Chase,0,0,NULL,,false,false,0.2253,0.2253,43.45,$82.65,£21022.68,$40675.93,US,FR,,
PAY00005281,null,ORD0004303,ORD0004303,CUST001385,CUST001385,070823,"January 29, 2021",21332.86,€45616.03,JPY,GBP,ACH,ACH,TXN5J4MWR2I9LV7,TXN6240623672,refunded,Refunded,Adyen,Square,5242,9379,Chase,Chase,USD 10772.75,€7294.58,2021-04-13,2021-04-13,false,false,0.4744,0.4744,€12.97,$98.09,€6905.09,12371.62 USD,usa,NaN,,
PAY00005282,NaN,ORD0001298,ORD0001298,CUST001452,CUST001452,"November 18, 2023",2021/07/26,N/A,31545.34 USD,€,USD,wire,ACH,TXN7I830QPWJVAC,TXN6790992119,refunded,Pending,Braintree,PayPal,3103,NULL,HSBC,BofA,0,0,,,false,false,0.8858,0.8858,22.47,null,$25717.97,USD 28244.24,USA,IN,,
PAY00005283,PAY00005283,null,ORD0003438,CUST000493,CUST000493,2022/01/23,11/16/2021,19826.45 USD,€17169.81,JPY,EUR,cash,NULL,TXNKPUX6W0IJGBF,TXN4524468761,FAILED,Refunded,null,Square,1854,1189,Chase,BofA,0,0,,,NULL,0,0.4089,0.4089,N/A,USD 26.96,,$29006.19,NaN,JP,<b>note</b>,
PAY00005284,PAY00005284,ORD0003586,ORD0003586,CUST001313,CUST001313,2021-02-24,2020/01/20,USD 43991.26,€1819.31,GBP,USD,ACH,ACH,TXN7S6Z2SWH1ZG0,TXN6627753648,COMPLETED,Pending,Braintree,NaN,7528,NULL,N/A,Wells Fargo,0,0,,,false,false,0.4595,0.4595,81.7,40.66,$3072.27,??,U.S.A,DE,Auto-processed,
PAY00005285,PAY00005285,ORD0003286,ORD0003286,CUST001668,CUST001668,130323,09/30/2023,27999.89 USD,"$49,829.59",USD,EUR,PayPal,ACH,TXNPXGA1OWUC9DZ,TXN5977526689,Refunded,Failed,Stripe,PayPal,N/A,8967,N/A,BofA,2445.27,USD 2298.27,2022-09-11,2022-09-11,No,No,0.4043,0.4043,1.86,null,29650.71,41111.15,usa,JP,Auto-processed,
PAY00005286,PAY00005286,ORD0004960,ORD0004960,CUST001348,CUST001348,"November 19, 2021",14-08-2023,34494.71,USD 27606.65,€,GBP,ACH,Credit Card,TXNAWLKP45ZIGHW,TXN5222338383,Refunded,Completed,Manual,Stripe,7462,1370,,Chase,USD 81.78,€1425.54,2020-04-01,2020-04-01,False,False,0.4998,0.4998,NULL,USD 86.94,8361.09 USD,$480.40,United States of America,N/A,Auto-processed,
PAY00005287,,ORD0002459,ORD0002459,CUST001774,CUST001774,07-11-2023,2020/12/26,null,4385.5 USD,$,USD,PayPal,ACH,TXN4ZPQ94UNOAZO,TXN3146984219,chargeback,N/A,STRIPE,PayPal,1901,1840,Citi,Chase,0,0,,,No,No,0.9531,0.9531,USD 72.46,$40.57,43455.87,8514.39,US,JP,Manual review,
PAY00005288,PAY00005288,ORD0003006,ORD0003006,CUST000484,CUST000484,2023-10-29,28-07-2021,13638.92,7320.56,INR,GBP,paypal,PayPal,TXNZ6GR2ORWJOC3,TXN2812660010,Failed,Failed,Adyen,PayPal,8148,8203,Citi,Wells Fargo,0,0,,,false,false,0.3424,0.3424,19.93,$86.28,$32036.48,£47241.91,United States,US,Auto-processed,
PAY00005289,PAY00005289,ORD0004839,NaN,CUST000947,CUST000947,2021/11/14,2023/01/03,TBD,£39892.91,INR,GBP,credit_card,Wire,TXN0MGEKXAN0YQ8,NULL,Pending,Refunded,PayPal,Stripe,3094,8478,Barclays,Wells Fargo,0,0,,,0,0,0.287,0.287,N/A,£38.38,"$19,944.09",22558.17,United States,GB,,
PAY00005290,PAY00005290,ORD9130014,ORD9130014,CUST001738,CUST001738,2020-06-05,15-02-2020,USD 4625.05,30731.14,€,EUR,NULL,PayPal,TXNWRQDGCU6EFZ7,TXN5158926465,Failed,null,PayPal,Stripe,4395,5572,Wells Fargo,NULL,0,0,,,false,false,0.228,0.228,$54.97,USD 23.58,42300.49 USD,29941.36 USD,USA,DE,,
PAY00005291,PAY00005291,ORD0001520,ORD0001520,CUST000448,CUST000448,2023-09-28,130422,£26890.66,€28389.09,EUR,NULL,wire,Wire,TXND00KG9871TEX,TXN7422653342,pending,Refunded,Braintree,Square,hidden,1566,Wells Fargo,BofA,0,NaN,,,No,No,0.9045,0.9045,null,€14.21,"$9,823.96",$11145.14,United States of America,FR,<b>note</b>,
PAY00005292,PAY00005292,ORD0001589,ORD0001589,CUST000851,CUST000851,2020-06-09,,$11.48,€8718.44,$,USD,debit,PayPal,TXNLWE1RWLR9E9E,null,FAILED,N/A,Stripe,Square,1560,5810,NaN,Chase,,0,,,0,0,0.847,0.847,78.92,€50.62,USD 19163.11,5804.94,USA,DE,,
